Node	Beg	End
NMI96142	244567	245271
NMI96142	245928	247310
NMI96142	283592	284731
NMI96142	327365	327470
NMI96142	582278	583501
NMI96142	626242	626484
NMI96142	627136	631200
NMI96142	632259	632883
NMI96142	634173	635935
NMI96142	738645	738987
NMI96142	740736	742004
NMI96142	919379	922331
NMI99295	1115612	1120105
NMI99295	1121318	1122822
NMI99295	1125164	1125381
NMI0166	178898	179381
NMI0166	188417	189329
NMI0166	190599	190666
NMI0166	191518	191875
NMI0166	1377028	1379131
NMI96191	855239	855748
NMI98160	4057	12161
NMI98160	628748	630679
NMI98160	855924	859594
NMI98160	1191446	1191461
NMI00243	555652	556040
19MI0081	856180	857474
19MI0081	947311	949088
19MI0081	1429519	1430746
19MI0081	1479967	1480394
19MI0081	1481224	1482623
19MI0081	1483800	1485575
NMI0522	427840	428212
NMI0522	701988	704411
NMI0522	841894	843214
NMI0522	855924	857284
NMI0522	899924	903275
NMI0522	1240266	1242808
16MI0032	482447	485508
16MI0032	642262	643285
16MI0032	855984	859150
NMI0443	114098	114274
NMI0443	220755	225193
NMI0443	227056	227086
NMI0443	518181	521865
NMI0443	523954	526333
NMI0443	543303	544155
NMI0443	855584	859679
NMI0443	1045623	1049212
NMI0443	1050555	1051131
NMI0443	1089810	1095338
NMI0443	1163752	1163862
NMI0443	1187874	1189637
NMI97142	153538	154562
NMI97142	487055	488755
NMI97142	489482	490712
NMI97142	491362	491366
NMI97142	855532	857078
NMI9784	5906	9146
NMI9784	68205	68547
NMI9784	167561	168712
NMI9784	169277	170481
NMI9784	172630	173237
NMI9784	174599	178208
NMI9784	182098	182170
NMI9784	183248	184581
NMI9784	188417	188771
NMI9784	430468	430546
NMI9784	1161187	1163593
NMI9784	1409091	1409997
NMI9784	1410589	1414877
NMI99133	349436	350988
NMI96121	257757	257814
NMI96121	308086	311435
NMI98185	98113	101452
NMI98185	103025	103992
NMI98185	244763	245568
NMI9798	170495	173987
NMI95267	167538	169375
NMI95267	225556	225807
NMI95267	521850	521981
NMI95267	563272	565422
NMI95267	566108	568178
NMI95267	569047	569528
NMI95267	582860	583792
NMI95267	647932	648576
NMI95267	649438	651963
NMI95267	652552	658320
NMI00220	856180	857495
NMI93178	84052	86536
NMI93178	87604	87680
NMI93178	88429	88482
NMI93178	164649	164859
NMI93178	167944	172008
NMI93178	172924	172930
NMI93178	173543	174114
NMI93178	174777	176068
NMI93178	405255	409467
NMI95225	1016802	1018654
NMI03183	39347	41532
NMI03183	42248	43129
NMI03183	131274	132722
NMI03183	244917	246725
NMI03183	280152	280704
NMI03183	281370	281728
NMI03183	282697	285259
NMI03183	327522	327638
NMI03183	514427	514730
NMI03183	519411	521004
NMI03183	628732	629842
NMI03183	631153	634173
NMI03183	634994	635935
NMI03183	698862	700797
NMI03183	750896	752061
NMI03183	844518	845958
NMI03183	848620	849770
NMI03183	902079	902898
NMI03183	973799	974586
NMI03183	1209110	1211151
NMI03183	1211938	1212143
NMI03183	1212761	1213075
NMI03183	1515817	1516162
NMI99283	153394	153580
NMI99283	756818	759799
NMI97132	122139	124325
NMI97190	794920	795406
NMI97190	796360	796589
NMI97190	797539	797896
NMI97190	798543	799987
NMI0019	856	1297
NMI0019	1948	3800
NMI0019	248077	251783
NMI0019	310514	310979
NMI0019	362128	364854
NMI02282	628810	632077
NMI02282	855584	857745
NMI02282	1556227	1558586
NMI0396	1532297	1538687
NMI0381	266484	266985
NMI0381	267882	271053
NMI0381	350076	352076
NMI0381	513443	516024
NMI0381	516771	518776
NMI0381	520310	527491
NMI0381	528941	531153
NMI0381	532016	540975
NMI0381	541854	542303
NMI0381	1046813	1050384
NMI0381	1051662	1051782
NMI0381	1323001	1323172
NMI0381	1323946	1324995
NMI99141	687301	689582
NMI01213	100747	100963
NMI01213	101845	102061
NMI01213	103982	104939
NMI01213	106367	107904
NMI01213	244594	246495
NMI01213	247475	248373
NMI01213	553291	553387
NMI01213	555317	555416
NMI01213	557319	558979
NMI01213	1355746	1356213
19MI0107	174599	174987
19MI0107	265059	265336
19MI0107	266828	266924
19MI0107	674875	677535
19MI0107	1171030	1171610
19MI0107	1172430	1172922
19MI0107	1174977	1175618
19MI0107	1408364	1409091
19MI0107	1409724	1412308
19MI0107	1413239	1413785
NMI0769	532016	536239
NMI0769	538330	540764
NMI0769	541854	543903
NMI0769	568826	573054
NMI0769	1564163	1565867
NMI0769	1576662	1577451
NMI0257	139070	141630
NMI0257	1578492	1578650
NMI0257	1589758	1590579
NMI0257	1591708	1594533
NMI0257	1596267	1598632
NMI9540	419697	427179
NMI9540	433594	435004
NMI9540	471260	471772
NMI9540	553291	553816
NMI9540	855584	857745
NMI9540	1563676	1564472
NMI96280	111925	113975
NMI96280	327528	327636
NMI96280	377321	379230
NMI96280	380114	380224
NMI96280	584363	584499
NMI96280	764493	764952
NMI96280	1119502	1120105
NMI96280	1189568	1189583
NMI96280	1530253	1530674
NMI9577	1374481	1376083
NMI0194	140004	142836
NMI0194	855584	857745
NMI0194	1347242	1349315
NMI01272	453025	453141
NMI01272	535596	535936
NMI01272	536536	540764
NMI01272	698168	700179
NMI01272	1027857	1029623
NMI01272	1158942	1160840
NMI01272	1501334	1501787
NMI01272	1522226	1522649
NMI03102	559481	561518
NMI03102	562596	563667
NMI03102	895652	897931
NMI93162	1185913	1189163
NMI0683	482731	482988
NMI93110	52402	53237
NMI06130	326216	327470
NMI01161	285604	286812
NMI01161	856481	856934
NMI01161	1485758	1493430
NMI108	51394	51717
NMI108	52402	53237
NMI108	54216	54840
NMI108	79953	81721
NMI108	371134	373861
NMI108	511859	513335
NMI108	514388	517379
NMI108	518343	518985
NMI108	520458	520583
NMI108	660728	663537
NMI108	731178	731462
NMI108	761214	767211
NMI108	838416	839897
NMI108	847051	849770
NMI108	964001	964941
NMI01193	311944	316463
NMI01193	317366	317476
NMI01193	318179	322146
NMI01193	323749	324240
NMI01193	729834	732744
NMI01193	733335	734409
NMI01193	1240917	1241475
NMI01193	1242220	1242820
NMI01193	1287136	1287557
NMI01193	1289202	1290984
NMI01193	1291598	1293081
NMI01193	1302784	1303675
NMI01193	1305149	1305426
NMI01193	1306088	1309436
NMI01193	1310107	1310878
NMI00227	264438	266789
NMI00227	286200	289770
NMI00227	1111999	1113933
NMI00227	1227080	1228334
NMI02208	98200	101178
NMI02208	101845	102061
NMI02208	102905	104034
NMI02208	105837	105938
NMI02208	106765	109945
NMI02208	110531	125323
NMI02208	147281	149050
NMI02208	310514	311102
NMI02208	312224	317186
NMI02208	758859	759719
NMI02208	854492	854939
NMI02208	855562	856415
NMI02208	1161220	1162062
NMI02208	1178700	1181827
NMI02208	1503064	1506344
NMI02208	1600953	1604284
NMI03179	99826	102061
NMI03179	103325	103883
NMI03179	240250	241851
NMI03179	349016	352054
NMI03179	439022	442358
NMI03179	511576	513707
NMI03179	516649	531153
NMI03179	550431	551144
NMI03179	553291	553949
NMI03179	750163	750316
NMI03179	769462	770612
NMI03179	773159	773242
NMI03179	812462	813179
NMI03179	821704	821892
NMI03179	822807	824084
NMI03179	825809	830043
NMI03179	856086	858451
NMI03179	937849	938638
NMI03179	939431	941686
NMI03179	945084	945933
NMI03179	947275	949286
NMI03179	950061	950790
NMI03179	952554	952785
NMI03179	1026943	1028350
NMI03179	1029573	1030536
NMI03179	1042249	1042702
NMI03179	1044043	1047362
NMI03179	1106484	1107514
NMI03179	1177547	1181331
NMI03179	1182038	1182409
NMI03179	1187071	1188303
NMI03179	1289348	1289471
NMI03179	1290016	1291383
NMI03179	1530304	1530674
NMI03179	1557318	1558731
NMI03179	1575248	1577750
NMI97389	327522	327609
NMI97389	711812	717020
NMI97389	717755	718571
NMI941	623060	623554
NMI941	624198	624473
NMI941	1180075	1181895
NMI9949	115748	116247
NMI9949	209121	211330
NMI9949	733342	734409
NMI9949	735291	735535
NMI9949	789559	790054
NMI9949	791532	791908
NMI9949	898682	899480
NMI9949	901567	902080
NMI9949	904103	904645
NMI9949	905958	906363
NMI9949	908826	912706
NMI9949	913963	914713
NMI9949	917027	919065
NMI9949	919838	920036
NMI9949	921542	921893
NMI9949	1287136	1287753
NMI9949	1288328	1289368
NMI9949	1290213	1290398
NMI9949	1291994	1294359
NMI97134	407886	409225
NMI97134	417217	418762
NMI97134	437223	439272
NMI97134	527429	528513
NMI97134	529256	529989
NMI97134	675820	676533
NMI96218	50759	50786
NMI96218	153740	155340
NMI96218	156212	156994
NMI96218	418230	418748
NMI96218	731783	733606
NMI96218	969931	970423
NMI00285	373196	374630
NMI00285	855622	857745
NMI0225	213557	215541
NMI0225	216552	216704
NMI0225	857711	857971
NMI1023	98605	100453
NMI1023	758859	759719
NMI1023	1150785	1153393
NMI1023	1154146	1157527
NMI1023	1158438	1164370
NMI04186	417403	419013
NMI04186	493556	494011
NMI04186	495413	495966
NMI04186	855982	856089
NMI04186	880025	882009
NMI04186	1012079	1015034
NMI9440	79219	80555
NMI9440	82902	83269
NMI9440	548228	549083
NMI9440	558829	558847
NMI9440	971737	973853
NMI9440	977261	979611
NMI9440	1556468	1559075
NMI1142	483181	483750
NMI1142	584433	587819
NMI0437	103982	104537
NMI0437	336733	340352
NMI0437	352485	356307
NMI0437	368963	370426
NMI0437	434826	435283
NMI0437	478939	482555
NMI0437	571579	573054
NMI0437	636479	637008
NMI0437	681479	683206
NMI0437	698786	698876
NMI0437	703203	705239
NMI0437	705855	706954
NMI0437	808041	808636
NMI0437	810481	813602
NMI0437	814384	818000
NMI0437	819198	821308
NMI0437	823598	823997
NMI0437	847051	848693
NMI0437	849355	849770
NMI0437	856208	858451
NMI0437	859229	859563
NMI0437	860765	861985
NMI0437	1058375	1058405
NMI0437	1376433	1377148
NMI0437	1377909	1378741
NMI0437	1379521	1380834
NMI0437	1500011	1502299
NMI1116	41321	42143
NMI1116	896088	902746
NMI1116	947612	949088
NMI1116	1092340	1093114
NMI1116	1093786	1095056
NMI1116	1582160	1585742
NMI1116	1586488	1588488
NMI96160	77219	79099
NMI96160	302456	302946
NMI96160	680162	682696
NMI96160	705873	706954
NMI96160	710045	710700
NMI96160	1145278	1147392
NMI93189	327011	327470
NMI01134	54882	59632
NMI01134	61462	61614
NMI01134	62695	64669
NMI01134	104104	104939
NMI01134	153885	154574
NMI01134	183954	184581
NMI01134	240079	241997
NMI01134	242559	242684
NMI01134	244594	247209
NMI01134	259062	259852
NMI01134	265781	267248
NMI01134	324235	325140
NMI01134	326216	327278
NMI01134	337581	338954
NMI01134	475952	476438
NMI01134	479584	486590
NMI01134	516916	521004
NMI01134	521625	521981
NMI01134	541854	542664
NMI01134	631048	631270
NMI01134	632626	635935
NMI01134	650129	650534
NMI01134	654578	658817
NMI01134	659665	662954
NMI01134	669328	669828
NMI01134	676189	676452
NMI01134	697959	700038
NMI01134	712449	716892
NMI01134	717585	718928
NMI01134	783878	786073
NMI01134	855924	856829
NMI01134	861724	862799
NMI01134	864779	865727
NMI01134	1172430	1172466
NMI01134	1174977	1176559
NMI01134	1177514	1178908
NMI01134	1179490	1181788
NMI01134	1394721	1395931
NMI01134	1396584	1400530
NMI95251	241228	242559
NMI9476	1187071	1188303
NMI9919	856180	856988
NMI9919	1197581	1199856
NMI0717	17502	18629
NMI0717	42718	44265
NMI0717	44823	49563
NMI0717	77339	80623
NMI0717	153689	154574
NMI0717	155546	158744
NMI0717	168388	170481
NMI0717	172856	173458
NMI0717	218581	219006
NMI0717	281797	282112
NMI0717	297057	298078
NMI0717	315199	316052
NMI0717	317111	317261
NMI0717	328002	328293
NMI0717	347976	349487
NMI0717	352812	355682
NMI0717	408310	408559
NMI0717	411959	413095
NMI0717	413698	415755
NMI0717	416416	416606
NMI0717	417469	418050
NMI0717	418595	418736
NMI0717	471685	474747
NMI0717	475346	476438
NMI0717	479585	480347
NMI0717	518721	519375
NMI0717	519915	521004
NMI0717	521646	521930
NMI0717	525875	530124
NMI0717	553291	553387
NMI0717	555317	555416
NMI0717	557744	557792
NMI0717	558829	561518
NMI0717	573160	575160
NMI0717	576134	577398
NMI0717	581775	584961
NMI0717	631048	631870
NMI0717	636479	637705
NMI0717	639559	642169
NMI0717	674875	676533
NMI0717	737042	738247
NMI0717	776650	777794
NMI0717	778628	778792
NMI0717	807243	808636
NMI0717	810481	813602
NMI0717	814384	818000
NMI0717	819198	821308
NMI0717	822860	824084
NMI0717	826143	827062
NMI0717	828026	830442
NMI0717	843189	843743
NMI0717	900929	902080
NMI0717	942342	943595
NMI0717	985389	986545
NMI0717	987340	987681
NMI0717	1069984	1070542
NMI0717	1138647	1138740
NMI0717	1154642	1158211
NMI0717	1159102	1164508
NMI0717	1171044	1171381
NMI0717	1172730	1173201
NMI0717	1193105	1194181
NMI0717	1197820	1202857
NMI0717	1328019	1329564
NMI0717	1454632	1456785
NMI0717	1457871	1459683
NMI0717	1487158	1496085
NMI0717	1498684	1498914
NMI0717	1544764	1545940
NMI0717	1591581	1593544
NMI0717	1602018	1604284
NMI0464	521369	523790
19MI0084	549460	549553
19MI0084	581885	584961
19MI0084	773760	775996
19MI0084	1038360	1040114
19MI0084	1041477	1041530
19MI0084	1045212	1049344
19MI0084	1050342	1050655
19MI0084	1051647	1051860
19MI0084	1159231	1160827
NMI96108	1362335	1363060
NMI02247	11638	13076
NMI02247	14076	14553
NMI02247	88378	90738
NMI02247	105036	105572
NMI02247	106765	108908
NMI02247	109552	117928
NMI02247	118501	119336
NMI02247	234367	234601
NMI02247	235759	236053
NMI02247	237968	239872
NMI02247	275829	276191
NMI02247	276733	281145
NMI02247	315490	320184
NMI02247	320869	321954
NMI02247	323643	326024
NMI02247	347438	349106
NMI02247	389098	389798
NMI02247	390831	393799
NMI02247	407652	409252
NMI02247	411408	411572
NMI02247	419322	420551
NMI02247	425139	426924
NMI02247	483077	484477
NMI02247	563182	563957
NMI02247	565006	565422
NMI02247	566625	567469
NMI02247	636755	637705
NMI02247	638326	638933
NMI02247	669214	669932
NMI02247	769462	769944
NMI02247	828086	830704
NMI02247	831989	833115
NMI02247	845020	847208
NMI02247	854854	855271
NMI02247	859462	859742
NMI02247	922172	922187
NMI02247	928829	930964
NMI02247	984468	985510
NMI02247	996017	1001123
NMI02247	1001875	1008144
NMI02247	1010458	1011266
NMI02247	1111010	1111355
NMI02247	1111945	1113933
NMI02247	1115305	1120618
NMI02247	1145531	1146776
NMI02247	1171757	1172531
NMI02247	1201056	1202676
NMI02247	1205181	1208673
NMI02247	1216460	1221859
NMI02247	1261016	1263476
NMI02247	1274710	1279358
NMI02247	1297414	1297604
NMI02247	1298433	1301471
NMI02247	1302266	1303702
NMI02247	1304466	1305099
NMI02247	1375993	1377148
NMI02247	1377909	1378522
NMI02247	1379521	1381118
NMI02247	1381833	1382372
NMI02247	1398471	1398487
NMI02247	1399182	1401738
NMI02247	1402492	1403036
NMI02247	1539697	1539908
NMI02247	1540502	1541750
NMI02247	1547712	1553517
NMI97401	856247	859594
NMI0453	786313	787315
NMI0453	788634	790054
NMI98249	15770	16064
NMI98249	16775	18596
NMI98249	515066	521004
NMI98249	521643	521981
NMI98249	531721	532043
NMI98249	751423	753723
NMI98249	754512	754809
NMI98249	755508	755880
NMI98249	758630	759799
NMI98249	902410	902443
NMI98249	903401	903537
NMI98249	1055956	1057229
NMI98249	1058053	1060932
NMI055	244791	246161
NMI0552	35951	40826
NMI0552	392742	393975
NMI0552	417274	420528
NMI0552	516890	516916
NMI0552	518181	521865
NMI0552	541787	544861
NMI0552	727235	729834
NMI0552	731178	731462
NMI0552	732744	733744
NMI0552	742710	745324
NMI0552	746070	748569
NMI0552	862062	862949
NMI0552	865361	865406
NMI0552	1080061	1081497
NMI0552	1174977	1176642
NMI0552	1177330	1178106
NMI0552	1178700	1180683
NMI0552	1181268	1181662
NMI0552	1186958	1187846
NMI0552	1199485	1199856
NMI0552	1240266	1245819
NMI0552	1247313	1247645
NMI0552	1581952	1589980
NMI0552	1590832	1591023
NMI1220	38428	41775
NMI1220	42718	44265
NMI1220	44823	45718
NMI1220	103283	106957
NMI1220	167538	168712
NMI1220	171888	172008
NMI1220	172715	172814
NMI1220	573160	573493
NMI1220	574876	575160
NMI1220	576833	577377
NMI1220	582380	582762
NMI1220	583713	584463
NMI0514	23180	25111
NMI0514	100130	101253
NMI0514	101845	102004
NMI0514	102917	103883
NMI0514	161509	161833
NMI0514	263185	267248
NMI0514	283265	285323
NMI0514	378210	379984
NMI0514	419322	423354
NMI0514	424472	425204
NMI0514	425828	428466
NMI0514	519989	521036
NMI0514	521643	521806
NMI0514	711875	716451
NMI0514	759797	765276
NMI0514	910656	910710
NMI0514	911684	912847
NMI0514	913963	915143
NMI0514	1025562	1028350
NMI0514	1028928	1029623
NMI0514	1186884	1189466
NMI0514	1287184	1287557
NMI0514	1294560	1294950
NMI0514	1353325	1353495
NMI0514	1354569	1354952
NMI0514	1355746	1356515
NMI0514	1485064	1485157
NMI0514	1488503	1489061
NMI0514	1579226	1580286
NMI0514	1581048	1581320
NMI0514	1582034	1582344
NMI0514	1583472	1584348
NMI0953	174092	175306
NMI0953	327522	327638
NMI0953	557319	557702
NMI0953	559207	561518
NMI0953	638382	640452
NMI0953	652543	654647
NMI0953	692625	693646
NMI0953	698786	698876
NMI0953	850498	851913
NMI0953	886614	886787
NMI0953	889582	895652
NMI0953	1283037	1284640
NMI0953	1521638	1522307
NMI0953	1596033	1597582
NMI9982	127887	130520
17MI0020	101119	102061
17MI0020	173402	174092
17MI0020	174713	175762
17MI0020	704302	704538
17MI0020	705573	706730
17MI0020	707438	711935
17MI0020	764648	767774
NMI02115	535146	535914
NMI02115	537413	539936
NMI02115	540656	540830
NMI0242	39347	40880
NMI0242	52322	53337
NMI0242	54216	55491
NMI0242	56339	60550
NMI0242	62351	64669
NMI0242	985762	988753
17MI0064	36839	36989
17MI0064	38362	38635
17MI0064	39347	40274
17MI0064	669214	669863
17MI0064	671205	671654
17MI0064	672313	673453
17MI0064	1177439	1180957
NMI9785	406939	409225
NMI9785	411572	413095
NMI9785	544155	545058
NMI9785	545849	549493
NMI9785	555344	555416
NMI9785	732744	734111
NMI95103	855807	860050
NMI99175	818530	823454
NMI99175	855924	857284
NMI93121	812837	813371
NMI93121	1007063	1008505
NMI93121	1009148	1009503
NMI93121	1010127	1011985
NMI01228	653903	654342
NMI01228	1070324	1070782
NMI01228	1390249	1392830
NMI92118	416779	420237
NMI92118	463243	463483
NMI95263	101125	102036
NMI95263	102938	104939
NMI95263	106765	109357
NMI95263	806879	812888
NMI95263	813598	821107
NMI95263	822347	823828
NMI95263	828289	830949
NMI95263	832154	833124
NMI95263	833886	834392
NMI95263	1560801	1561996
NMI99219	91331	92709
NMI99219	1458273	1458768
NMI99219	1459386	1460901
NMI01103	254325	255905
NMI01103	353679	356333
NMI01103	357473	357648
NMI01103	395778	396659
NMI01103	429793	430201
NMI01103	442752	442816
NMI01103	443411	444145
NMI01103	444764	444961
NMI01103	518181	521036
NMI01103	625544	630241
NMI01103	928830	930644
NMI01103	1004044	1006443
NMI01103	1007609	1009149
NMI01103	1187071	1188381
NMI01342	109249	109453
NMI01342	118501	123752
NMI01342	418595	421239
NMI01342	422189	422653
NMI01342	522106	523311
NMI01342	1195933	1197053
NMI01342	1227011	1227378
NMI01342	1377371	1380251
NMI01342	1380834	1381010
NMI038	1187025	1189610
NMI9495	993887	997741
NMI95229	74436	74630
NMI95229	77636	78772
NMI95229	178877	179915
NMI95229	181975	184519
NMI95229	359260	360963
NMI95229	850498	852358
NMI95229	1195550	1202249
NMI95201	1093799	1095338
NMI95201	1097667	1100178
NMI01277	502809	505971
NMI01277	506692	507411
NMI01277	508228	509097
NMI01277	510399	510948
NMI01277	758630	759092
NMI01277	955527	956960
NMI01277	957589	961352
NMI9853	104104	104537
NMI04159	1534685	1535164
NMI03145	856086	857745
NMI03145	948337	949088
NMI0725	39347	40964
NMI0725	156347	157889
NMI0725	159734	163260
NMI0725	244582	246062
NMI0725	267399	268935
NMI0725	473667	474576
NMI0725	521625	521766
NMI0725	547853	548984
NMI0725	553291	553387
NMI0725	555317	555975
NMI0725	557319	557792
NMI0725	558829	560609
NMI0725	584649	584789
NMI0725	628337	629301
NMI0725	631174	631270
NMI0725	632259	633237
NMI0725	653838	654375
NMI0725	806350	809736
NMI0725	907895	908203
NMI0725	948382	949088
NMI0725	998704	1002633
NMI0725	1003355	1005245
NMI0725	1005789	1006290
NMI0725	1032237	1036218
NMI0725	1036871	1040738
NMI0725	1043878	1045212
NMI0725	1082146	1082479
NMI0725	1098858	1099746
NMI0725	1160826	1162062
NMI0725	1163012	1163525
NMI0725	1164085	1165324
NMI0725	1240771	1243022
NMI0725	1366560	1367223
NMI0725	1368998	1369917
NMI0725	1380170	1381211
NMI0725	1382049	1384287
NMI0725	1385050	1388255
NMI0725	1448426	1450116
NMI0725	1500161	1507946
NMI0725	1510478	1511552
NMI0725	1513401	1513469
NMI0725	1563676	1565865
NMI0725	1566518	1566830
NMI0725	1567424	1569773
NMI0725	1570316	1571063
NMI0725	1572345	1575954
NMI99195	452467	454777
NMI99195	455529	456114
NMI99245	417793	419020
NMI99245	420534	422639
NMI99245	553291	553816
NMI99245	563245	563783
NMI99245	565073	565228
NMI99245	1041477	1042723
NMI99245	1043782	1044196
NMI9918	18898	20918
NMI9918	267696	268215
NMI9918	321894	324861
NMI9918	419322	420528
NMI9918	421904	422653
NMI9918	508839	512270
NMI9918	548387	548763
NMI9918	780224	784629
NMI9918	855584	859679
NMI9918	861073	863961
NMI9918	994187	997791
NMI9918	1228580	1229046
NMI9918	1231490	1236486
NMI9918	1261016	1264939
NMI9918	1339763	1341573
